station_id,lat,lon,coords,atms_count,atms_nearest_distance,bakeries_count,bakeries_nearest_distance,banks_count,banks_nearest_distance,bars_count,bars_nearest_distance,bike_parking_count,bike_parking_nearest_distance,bike_rental_count,bike_rental_nearest_distance,bike_shops_count,bike_shops_nearest_distance,bookstores_count,bookstores_nearest_distance,bus_stops_count,bus_stops_nearest_distance,cafes_count,cafes_nearest_distance,cinemas_count,cinemas_nearest_distance,clinics_count,clinics_nearest_distance,clothing_stores_count,clothing_stores_nearest_distance,convenience_stores_count,convenience_stores_nearest_distance,dentists_count,dentists_nearest_distance,electronics_stores_count,electronics_stores_nearest_distance,fitness_centres_count,fitness_centres_nearest_distance,fuel_count,fuel_nearest_distance,general_offices_count,general_offices_nearest_distance,general_shops_count,general_shops_nearest_distance,government_offices_count,government_offices_nearest_distance,hospitals_count,hospitals_nearest_distance,hotels_count,hotels_nearest_distance,leisure_general_count,leisure_general_nearest_distance,libraries_count,libraries_nearest_distance,museums_count,museums_nearest_distance,offices_count,offices_nearest_distance,parking_count,parking_nearest_distance,parks_count,parks_nearest_distance,personal_services_count,personal_services_nearest_distance,pharmacies_count,pharmacies_nearest_distance,playgrounds_count,playgrounds_nearest_distance,police_count,police_nearest_distance,postal_services_count,postal_services_nearest_distance,public_toilets_count,public_toilets_nearest_distance,public_transport_general_count,public_transport_general_nearest_distance,railway_general_count,railway_general_nearest_distance,religious_count,religious_nearest_distance,restaurants_count,restaurants_nearest_distance,schools_count,schools_nearest_distance,shopping_centers_count,shopping_centers_nearest_distance,sports_centres_count,sports_centres_nearest_distance,stadiums_count,stadiums_nearest_distance,supermarkets_count,supermarkets_nearest_distance,swimming_pools_count,swimming_pools_nearest_distance,theatres_count,theatres_nearest_distance,tourism_general_count,tourism_general_nearest_distance,tourist_attractions_count,tourist_attractions_nearest_distance,tourist_info_count,tourist_info_nearest_distance,train_stations_count,train_stations_nearest_distance,train_stops_count,train_stops_nearest_distance,tram_stops_count,tram_stops_nearest_distance,transit_platforms_count,transit_platforms_nearest_distance,transit_stations_count,transit_stations_nearest_distance,transit_stops_count,transit_stops_nearest_distance,universities_count,universities_nearest_distance,viewpoints_count,viewpoints_nearest_distance,total_features,population_1500m
122,46.9613082,7.4466679,"(46.9613082, 7.4466679)",31,548.5512780700923,15,536.6638269391798,5,631.2345093304355,41,172.86442504637964,112,55.13531608662864,60,0.6119990352801149,15,153.37865726462488,11,644.0215478830485,1,1026.5841647978475,37,398.170578483626,4,678.0864550227893,2,1377.0804798547094,75,383.79013106421047,23,189.70215036588857,7,812.0217845785246,7,629.5705414159585,11,255.95847583964851,9,490.1068124930303,91,90.40030311788742,326,155.46383479925902,26,666.5887501544396,0,1500.0,22,550.4384876448029,116,213.46974808949156,23,683.5206417133182,4,367.8199516489047,37,231.4662259323997,20,39.76541743695063,1,1310.0087384078709,94,80.95156063725244,15,371.4033501820894,8,422.3695843463853,3,1113.741338766103,2,567.4160635334442,37,168.05048985941207,5,1418.39800277351,361,101.92966748233953,10,164.4358194889378,205,20.088926699059414,11,514.2852661421875,2,1282.5212590184228,6,410.3155433594335,0,1500,24,479.66071828298607,0,1500.0,7,450.7215320538376,24,628.8412410108351,2,1290.339543173356,55,453.3226159345744,3,842.2643603779732,1,1466.869808238523,18,672.7149932963786,55,440.9478450276554,0,1500.0,91,133.8404982430741,23,869.5298345173156,3,514.9073228944508,2197,40218
462,46.9558281,7.4529965,"(46.9558281, 7.4529965)",47,153.2055665576592,23,75.82785519297047,17,504.18550645273217,62,213.45698199193183,111,130.14715673461498,72,1.7045334996860195,14,27.725373827196744,15,578.2320464234323,0,1500.0,57,85.38751499787645,6,126.53364690575678,3,1249.0439612930124,113,77.39681911133788,25,380.0535350133472,16,292.7742410179077,7,320.36590820544603,12,173.95530471783175,8,421.2024154839237,141,149.34272204223407,462,66.68788418288467,38,293.4468684882422,0,1500.0,32,48.79482027391887,119,241.4538168710528,22,413.0287249059056,6,422.61472553930287,48,164.849232980748,21,207.1702775119272,1,780.2594408773368,109,64.66406888728332,20,242.3081105932349,11,160.4660413455588,2,880.2551288836011,3,554.2516504846587,54,342.85957568658574,9,772.7151795117093,492,100.3948690020094,10,757.2165097215765,265,78.40743166707979,13,393.0715560375468,5,703.6981867694003,10,524.1499029629952,0,1500,30,194.399004070082,0,1500.0,13,411.7176408476275,28,490.5804489841656,3,774.324204843272,82,371.73690108368913,1,1253.673445122436,3,1372.2191112929142,32,107.8091988696646,47,550.3430684332036,0,1500.0,127,187.7680033087304,24,646.6697551820047,8,705.5848415454143,2899,43118
216,46.9538192,7.4581813,"(46.9538192, 7.4581813)",43,515.7196463287266,21,479.9094133280138,14,752.6538521647659,58,531.6516481007067,84,42.63452992925507,63,2.959988861540382,15,136.23192227016563,13,597.9402374857125,0,1500.0,51,432.2836513503316,5,529.7294410585346,0,1500.0,107,497.0337277751552,25,172.7080582731366,11,167.84969842213374,7,588.6410222114878,10,59.51811578951787,11,167.40171051877178,150,122.8678934656788,444,16.388504490947188,27,241.79381123272944,0,1500.0,34,69.6761477885121,111,134.52218563568468,12,222.57081681422045,6,840.3277890482206,46,129.05033309998876,19,326.97216574328894,1,884.8138605110445,108,102.62151291152772,20,574.393729284067,13,177.59972258600072,2,1104.3338859045498,4,802.9781868936983,53,161.20921222774143,9,701.5603185538016,437,532.0983140737656,8,638.0068145244553,243,22.681711847025444,15,663.8637858368592,5,442.9472895534556,10,587.7178701193249,0,1500,29,81.64396826778722,0,1500.0,14,507.8325885141977,25,250.31533993426476,2,680.1622549440605,73,344.1012104936186,1,1487.250941308722,2,1493.68675862956,34,532.799031569239,31,739.3664953609656,0,1500.0,118,29.47920109480885,11,989.291335908762,6,283.7696564630196,2661,41587
334,46.520202,6.571784,"(46.520202, 6.571784)",4,231.35833270439824,2,500.1944262521833,2,963.3734897447682,4,304.86589714180616,76,31.9275336428313,17,2.7307432972658847,0,1500.0,2,377.8356041012782,0,1500.0,14,92.8455549136161,0,1500.0,1,617.1271742815379,0,1500.0,4,282.8433553812114,2,574.059775032208,0,1500.0,3,545.1298304223893,2,1027.1042963134537,10,289.68751863315947,17,252.33509931275572,2,832.8276692856448,0,1500.0,2,494.8759212084783,69,153.54062605571085,8,322.62625580164604,1,638.2251912741539,6,759.4262510598335,13,587.9948008987278,0,1500.0,6,486.3930747569391,1,899.9360823899697,8,640.8059383337821,1,1477.7484770045128,2,1312.3725991389326,2,613.7941685552269,0,1500.0,77,178.1333983096015,0,1500.0,29,201.4246963472138,2,1156.1026072444472,0,1500.0,0,1500.0,0,1500,5,548.1564405906475,1,1083.2381799125897,0,1500.0,20,235.40151578732983,1,1161.199217798919,34,107.6361247002754,6,484.5867851248928,2,250.0820735389704,0,1500.0,32,231.42545799573736,0,1500.0,44,23.78697568404184,0,1500.0,6,419.3952251946367,540,17943
9,46.519805,6.579676,"(46.519805, 6.579676)",4,834.1937941158218,2,557.9264860155203,3,413.8304343167782,4,573.2970677710279,71,36.50258736934543,17,2.4287939494394264,0,1500.0,2,543.44073930611,0,1500.0,13,557.1148955892614,0,1500.0,1,1172.5089312591151,0,1500.0,5,679.2927301588126,2,1136.6904367859674,0,1500.0,3,766.8127584758527,2,512.7705519956494,10,563.159544205703,23,415.80609427015054,3,1041.5536035811976,0,1500.0,3,1075.531498229779,73,126.88874612794098,7,221.7136892828004,1,1226.6683233955223,7,895.9240872533699,14,733.2045431683107,0,1500.0,5,677.1412978167347,1,1265.7854618207737,5,772.0420633893531,1,1475.3863794817878,1,808.9023566364724,3,92.68644182233746,0,1500.0,78,544.1720598919168,1,1227.035408327798,35,97.54678013748212,0,1500.0,0,1500.0,2,1293.5554449205824,0,1500,6,795.8875575166082,0,1500.0,0,1500.0,29,491.128812711252,1,558.6844467508133,33,304.4317740465476,5,578.8442637587467,2,562.4719060435633,0,1500.0,44,503.5697691424974,0,1500.0,24,158.52876678545843,1,1373.549764836865,6,433.91050142668456,553,16202
21,46.521043,6.573253,"(46.521043, 6.573253)",5,362.11371275022185,2,361.6761421669443,2,837.520321367756,4,348.3291491386636,77,16.634993264591063,17,4.00443962585446,0,1500.0,2,522.631386066195,0,1500.0,14,184.71645407612252,0,1500.0,1,665.7905066005766,0,1500.0,3,396.1726626654268,2,628.1607774275539,0,1500.0,3,614.759200879213,2,979.6919185551644,10,405.4478600198212,17,112.68101045619646,2,741.8396748532222,0,1500.0,2,565.205989395424,72,88.23602530250746,8,293.82834774132635,2,773.2493517878494,6,656.0488296195691,15,652.5307315899536,0,1500.0,7,434.166836349157,2,858.6047193360411,8,656.9812733543278,1,1359.0116196539975,2,1174.5942251156337,3,537.7394796561916,0,1500.0,81,133.64153342506611,0,1500.0,31,59.155867456337255,2,1275.47812020502,0,1500.0,0,1500.0,0,1500,6,610.0549212965175,1,1161.3960561736449,0,1500.0,22,350.01905232416016,1,1053.4442738105165,34,121.21254804996396,6,558.1347444552589,2,131.21402087551812,0,1500.0,40,104.7420157146174,0,1500.0,43,117.661560670699,0,1500.0,6,559.8917478570526,566,19983
114,46.9566007,7.4402185,"(46.9566007, 7.4402185)",44,24.462065570998742,27,263.3139355564686,17,841.4867263888314,65,344.1556200758975,192,201.98693588126707,79,0.6829508363760625,18,216.62131322566407,17,408.2328163217383,1,946.3845924318516,64,300.39740577838904,11,374.0918040820995,9,661.6288406159995,107,331.1844903751046,30,340.402551425399,14,216.5010615993978,9,321.6601128496366,14,417.8196838346906,6,319.4488406290848,176,205.82578915166627,484,210.349300801032,40,544.438711155341,0,1500.0,30,505.7979236495098,154,165.02125911128067,32,340.3188514030121,7,568.3499542702043,45,119.71932282218285,22,228.94125879515735,1,993.474419683913,128,194.39131118166097,22,528.6388718072316,12,390.76523170847855,3,758.2234442820892,5,737.6264471606829,56,167.74743458301427,9,1056.3561085715426,614,201.23989202202907,12,347.1279063101663,301,33.914903258196965,8,396.4380863659225,4,1002.6704313319444,9,225.9386209312456,0,1500,33,495.3279367897343,0,1500.0,12,388.2664824221968,36,397.2171400579042,2,625.3332953807421,97,176.26177661276114,2,855.4888880828898,2,1197.220597762198,29,818.6648414783277,72,167.7609174186883,0,1500.0,105,168.31470558711385,47,283.0169757258564,5,643.6393132129703,3340,42313
217,46.9483305,7.44079,"(46.9483305, 7.44079)",49,23.358599599019307,32,27.505810162210047,17,23.33794763795357,68,107.04757033707703,216,84.55725405395023,103,9.947634368198289,21,212.7436113411112,19,103.91729507944024,0,1500.0,73,43.29779999692154,13,75.96723764970123,10,172.84288914243112,111,48.35436230219689,36,113.3076538732149,19,87.87555216916434,8,201.21432371076676,16,187.244425019002,5,869.426610839771,271,69.24679443605775,529,26.3972679127226,54,96.98549697373087,1,1138.2155004783303,42,57.34648281153543,172,162.602709153951,34,143.36503858217634,7,240.20867076277497,44,99.52491846968697,23,243.21399878402715,1,587.90676410577,150,56.82238263282567,24,90.43045182937058,16,741.7402712068665,2,101.09903646210395,7,208.68945631938576,60,8.321991984180316,9,468.43944444884994,755,61.31057128395879,15,311.1047859285546,344,41.253868762892616,15,319.69814992120416,4,90.1269987057725,13,397.7298775614623,0,1500,38,85.00127551635357,0,1500.0,17,178.64307530480568,44,307.0862314152442,3,347.1017977767656,91,48.48046679817079,1,90.30101182624364,2,289.05296576973296,45,77.93342664179755,71,43.50510322948614,0,1500.0,121,40.99876026216253,40,310.0485847511326,8,309.17171451986746,3889,50911
152,47.389823,8.49163,"(47.389823, 8.49163)",15,81.0342871677897,5,317.1993952079064,7,417.2250664864296,5,223.77740897186803,271,77.43844546264745,19,13.399357455362924,10,554.1356549139646,4,392.12668496868025,0,1500.0,27,118.12097705149976,0,1500.0,1,453.5670684692661,16,374.913541577356,19,73.92686183508008,11,209.4453537852343,2,639.074641767498,19,173.67442523416184,14,64.07337680290586,150,48.88587554835094,193,55.576143947711785,5,91.5755139285915,0,1500.0,6,545.0711380044061,149,55.441312211473615,2,514.6410701045668,3,835.2926511005652,83,124.7012144760172,14,225.01394557135424,0,1500.0,40,168.61323347918486,8,243.36808087387007,33,63.12649589089703,2,526.324513234696,3,344.8034008598092,20,306.204228140969,0,1500.0,919,97.88684269189352,4,895.3536469385355,126,178.3104133632087,17,36.44816252033304,2,332.73274494499145,9,198.97063800467276,0,1500,22,290.28665980413234,0,1500.0,4,494.8038800610104,25,200.3351732491212,0,1500.0,116,89.27945248831558,1,239.75177412001608,0,1500.0,58,262.714738536702,38,170.08254325895976,0,1500.0,88,168.90474521906148,0,1500.0,0,1500.0,2585,51197
455,47.385711,8.499287,"(47.385711, 8.499287)",20,94.73478995644518,7,833.8514943360717,8,88.73256608080936,13,290.17627114513937,325,7.52639388015804,25,2.748013813622722,11,203.3523351107472,3,83.70022234466676,0,1500.0,32,57.310281059321056,0,1500.0,5,287.77217458188875,15,33.59226267094742,25,224.4018890677605,12,260.3205492973038,4,73.32558114091002,21,221.50075275826043,13,207.4337909794625,181,135.99034330553178,245,26.272795147514003,5,251.09962618281355,0,1500.0,13,375.9341768405591,157,120.6840204869862,2,933.2134016782352,3,860.1243282150283,102,250.82445512459495,19,215.58087629870155,0,1500.0,54,22.941099733629382,10,62.16496024260483,41,133.6448199660209,2,1004.2992662320548,5,945.6166970883396,32,50.73298387544595,0,1500.0,1018,213.96767025169652,3,776.517629682312,158,53.77757986427415,20,232.5789425626969,2,112.92332249966856,9,467.5972067556908,0,1500,27,38.93742984707784,0,1500.0,6,820.5732286028469,50,247.3807965120881,0,1500.0,109,94.2589753922625,2,974.7008209090936,0,1500.0,60,274.18077969425366,30,203.8711507745529,0,1500.0,82,209.6371630021097,0,1500.0,0,1500.0,2986,59110
